timestamp,open,high,low,close,volume
1779365700,2115.39000000,2117.00000000,2115.39000000,2117.00000000,3.37250000
1779366000,2117.38000000,2117.38000000,2114.51000000,2115.53000000,6.97690000
1779366300,2115.81000000,2116.34000000,2114.52000000,2114.52000000,4.67890000
1779366600,2115.19000000,2120.40000000,2114.22000000,2120.19000000,28.29570000
1779366900,2120.36000000,2121.34000000,2118.70000000,2120.50000000,11.28580000
1779367200,2120.79000000,2121.27000000,2119.03000000,2119.30000000,9.76520000
1779367500,2119.53000000,2121.33000000,2119.53000000,2120.05000000,6.14750000
1779367800,2119.78000000,2121.54000000,2119.50000000,2121.36000000,3.27340000
1779368100,2121.15000000,2121.70000000,2119.03000000,2119.03000000,11.30590000
1779368400,2119.02000000,2121.71000000,2118.67000000,2120.11000000,5.81630000
1779368700,2120.00000000,2121.03000000,2119.78000000,2120.71000000,3.29680000
1779369000,2121.09000000,2121.09000000,2120.17000000,2120.29000000,1.62770000
1779369300,2119.78000000,2119.78000000,2117.44000000,2118.06000000,0.98100000
1779369600,2118.69000000,2120.35000000,2118.69000000,2119.60000000,3.86080000
1779369900,2120.03000000,2121.00000000,2119.12000000,2121.00000000,4.68920000
1779370200,2121.50000000,2121.50000000,2113.71000000,2118.10000000,24.07960000
1779370500,2118.09000000,2118.86000000,2109.11000000,2111.13000000,83.12200000
1779370800,2111.09000000,2114.71000000,2107.41000000,2108.20000000,65.99370000
1779371100,2109.00000000,2116.00000000,2108.86000000,2112.41000000,21.00930000
1779371400,2112.91000000,2123.52000000,2112.39000000,2121.91000000,60.89640000
1779371700,2121.55000000,2126.18000000,2120.73000000,2122.80000000,50.59970000
1779372000,2122.82000000,2126.95000000,2122.47000000,2125.97000000,85.15010000
1779372300,2125.19000000,2125.49000000,2120.07000000,2123.82000000,36.24550000
1779372600,2123.73000000,2124.00000000,2120.62000000,2122.06000000,39.81040000
1779372900,2122.00000000,2122.00000000,2116.17000000,2116.17000000,15.20640000
1779373200,2116.16000000,2117.86000000,2112.49000000,2116.93000000,35.75600000
1779373500,2117.42000000,2122.00000000,2117.42000000,2121.94000000,9.56660000
1779373800,2122.00000000,2126.49000000,2122.00000000,2123.43000000,32.17210000
1779374100,2125.00000000,2127.50000000,2124.46000000,2124.91000000,7.56600000
1779374400,2125.25000000,2125.25000000,2120.28000000,2121.39000000,31.07050000
1779374700,2121.24000000,2122.49000000,2118.65000000,2119.29000000,4.57620000
1779375000,2119.10000000,2122.26000000,2118.14000000,2122.18000000,1.81940000
1779375300,2122.27000000,2125.25000000,2122.27000000,2125.18000000,4.39530000
1779375600,2124.06000000,2126.71000000,2123.85000000,2126.71000000,28.32390000
1779375900,2126.78000000,2126.78000000,2121.71000000,2123.77000000,5.96140000
1779376200,2123.87000000,2136.11000000,2123.02000000,2132.34000000,111.15990000
1779376500,2132.61000000,2137.19000000,2131.15000000,2134.97000000,25.37430000
1779376800,2135.06000000,2138.85000000,2133.96000000,2135.78000000,22.81770000
1779377100,2135.52000000,2139.39000000,2135.17000000,2137.95000000,16.90380000
1779377400,2138.28000000,2138.84000000,2128.65000000,2129.52000000,53.17420000
1779377700,2130.02000000,2131.62000000,2129.50000000,2131.62000000,6.01010000
1779378000,2131.84000000,2134.65000000,2131.84000000,2133.77000000,19.16880000
1779378300,2133.46000000,2139.92000000,2133.46000000,2137.76000000,38.34870000
1779378600,2138.00000000,2138.00000000,2132.39000000,2132.39000000,19.66070000
1779378900,2133.17000000,2134.49000000,2133.10000000,2134.14000000,26.59800000
1779379200,2134.50000000,2137.77000000,2134.50000000,2136.74000000,14.51380000
1779379500,2136.89000000,2138.00000000,2136.89000000,2137.48000000,31.93820000
